Order,Family,Genus,species,Karyotype,notes..Karyotype,Chromosome.number..female..2N,Chromosome.number..male..2N,notes..comments
Hymenoptera,Formicidae,Lasius ,talpa,,,30,15,
Hymenoptera,Formicidae,Lasius ,umbratus,,,30,15,
Hymenoptera,Formicidae,Lepisiota,capensis,,,18,9,
Hymenoptera,Formicidae,Lepisiota,sp.1,,,18,9,
Hymenoptera,Formicidae,Lepisiota,sp.2,,,18,9,
Hymenoptera,Formicidae,Leptogenys,borneensis,,,46,23,
Hymenoptera,Formicidae,Leptogenys,diminuta,,,36,18,
Hymenoptera,Formicidae,Leptogenys,hysterica,,,26,13,
Hymenoptera,Formicidae,Leptogenys,iridescens,,,46,23,
Hymenoptera,Formicidae,Leptogenys,kraepelini,,,26,13,
Hymenoptera,Formicidae,Leptogenys,minchinii,,,52,26,
Hymenoptera,Formicidae,Leptogenys,myops,,,48,24,
Hymenoptera,Formicidae,Leptogenys,peugueti,,,54,27,
Hymenoptera,Formicidae,Leptogenys,processionalis,,,46,23,
Hymenoptera,Formicidae,Leptogenys,sp.1,,,48,24,
Hymenoptera,Formicidae,Leptogenys,sp.2,,,30,15,
Hymenoptera,Formicidae,Leptogenys,sp.3,,,54,27,
Hymenoptera,Formicidae,Leptomyrmex,erytrocephalus,,,24,12,
Hymenoptera,Formicidae,Leptothorax,acervorum,,,26,13,
Hymenoptera,Formicidae,Leptothorax,albipennis,,,16,8,
Hymenoptera,Formicidae,Leptothorax,crassipilis,,,36,18,
Hymenoptera,Formicidae,Leptothorax,faberi,,,32,16,
Hymenoptera,Formicidae,Leptothorax,goesswaldi,,,56,28,
Hymenoptera,Formicidae,Leptothorax,gredleri,,,22,11,
Hymenoptera,Formicidae,Leptothorax,kutteri,,,48,24,
Hymenoptera,Formicidae,Leptothorax,muscorum,,,36,18,
Hymenoptera,Formicidae,Leptothorax,pacis,,,52,26,
Hymenoptera,Formicidae,Leptothorax,pocahontas,,,36,18,
Hymenoptera,Formicidae,Leptothorax,retractus,,,36,18,
Hymenoptera,Formicidae,Leptothorax,sp.1,,,32,16,
Hymenoptera,Formicidae,Leptothorax,sp.10,,,34,17,
Hymenoptera,Formicidae,Leptothorax,sp.2,,,42,21,
Hymenoptera,Formicidae,Leptothorax,sp.3,,,34,17,
Hymenoptera,Formicidae,Leptothorax,sp.4,,,24,12,
Hymenoptera,Formicidae,Leptothorax,sp.5,,,24,12,
Hymenoptera,Formicidae,Leptothorax,sp.6,,,26,13,
Hymenoptera,Formicidae,Leptothorax,sp.7,,,28,14,
Hymenoptera,Formicidae,Leptothorax,sp.8,,,44,22,
Hymenoptera,Formicidae,Leptothorax,sp.9,,,32,16,
Hymenoptera,Formicidae,Leptothorax,sphagnicola,,,26,13,
Hymenoptera,Formicidae,Linepithema,humile,,,16,8,
Hymenoptera,Formicidae,Linepithema,pilifer,,,18,9,
Hymenoptera,Formicidae,Linepithema,sp.1,,,18,9,
Hymenoptera,Formicidae,Lophomyrmex,bedoti,,,38,19,
Hymenoptera,Formicidae,Lophomyrmex,sp.1,,,38,19,
Hymenoptera,Formicidae,Lordomyrma ,sp.1,,,22,11,
Hymenoptera,Formicidae,Manica,rubida,,,44,22,
Hymenoptera,Formicidae,Mayriella,abstinens,,,18,9,
Hymenoptera,Formicidae,Meranoplus,bicolor,,,16,8,
Hymenoptera,Formicidae,Meranoplus,minor,,,22,11,
Hymenoptera,Formicidae,Meranoplus,sp.1,,,20,10,
Hymenoptera,Formicidae,Meranoplus,sp.2,,,22,11,
Hymenoptera,Formicidae,Meranoplus,sp.3,,,22,11,
Hymenoptera,Formicidae,Meranoplus,sp.4,,,22,11,
Hymenoptera,Formicidae,Messor,aciculatus,,,44,22,
Hymenoptera,Formicidae,Messor,andrei,,,40,20,
Hymenoptera,Formicidae,Messor,barbarus,,,42,21,
Hymenoptera,Formicidae,Messor,sp.1,,,40,20,
Hymenoptera,Formicidae,Monomorium,dichroum,,,16,8,
Hymenoptera,Formicidae,Monomorium,glabrum,,,38,19,
Hymenoptera,Formicidae,Monomorium,indicum ,,,22,11,
Hymenoptera,Formicidae,Monomorium,latinode,,,70,35,
Hymenoptera,Formicidae,Monomorium,minimum,,,22,11,
Hymenoptera,Formicidae,Monomorium,orientale,,,20,10,
Hymenoptera,Formicidae,Monomorium,pharaonis,,,22,11,
Hymenoptera,Formicidae,Monomorium,rothsteini ,,,22,11,
Hymenoptera,Formicidae,Monomorium,scabriceps,,,38,19,
Hymenoptera,Formicidae,Monomorium,sp.1,,,22,11,
Hymenoptera,Formicidae,Monomorium,sp.10,,,38,19,
Hymenoptera,Formicidae,Monomorium,sp.11,,,22,11,
Hymenoptera,Formicidae,Monomorium,sp.12,,,22,11,
Hymenoptera,Formicidae,Monomorium,sp.2,,,42,21,
Hymenoptera,Formicidae,Monomorium,sp.3,,,32,16,
Hymenoptera,Formicidae,Monomorium,sp.4,,,22,11,
Hymenoptera,Formicidae,Monomorium,sp.5,,,22,11,
Hymenoptera,Formicidae,Monomorium,sp.6,,,22,11,
Hymenoptera,Formicidae,Monomorium,sp.7,,,22,11,
Hymenoptera,Formicidae,Monomorium,sp.8,,,22,11,
Hymenoptera,Formicidae,Monomorium,sp.9,,,34,17,
Hymenoptera,Formicidae,Monomorium,subopacum,,,34,17,
Hymenoptera,Formicidae,Monomorium,viride,,,22,11,
Hymenoptera,Formicidae,Monomorium,whitei,,,24,12,
Hymenoptera,Formicidae,Mycocepurus,goeldii,,,16,8,
Hymenoptera,Formicidae,Mycocepurus,sp.1,,,16,8,
Hymenoptera,Formicidae,Myrmecia,banksi,,,40,20,
Hymenoptera,Formicidae,Myrmecia,brevinoda,,,84,42,
Hymenoptera,Formicidae,Myrmecia,cephalotes,,,66,33,
Hymenoptera,Formicidae,Myrmecia,chasei,,,46,23,
Hymenoptera,Formicidae,Myrmecia,croslandi,,,2,1,
Hymenoptera,Formicidae,Myrmecia,forficata,,,52,26,
Hymenoptera,Formicidae,Myrmecia,fulvipes,,,42,21,
Hymenoptera,Formicidae,Myrmecia,gulosa,,,38,19,
Hymenoptera,Formicidae,Myrmecia,haskinsorum,,,18,9,
Hymenoptera,Formicidae,Myrmecia,imaii,,,8,4,
Hymenoptera,Formicidae,Myrmecia,mandibularis,,,58,29,
Hymenoptera,Formicidae,Myrmecia,michaelseni,,,54,27,
Hymenoptera,Formicidae,Myrmecia,nigrocincta,,,22,11,
Hymenoptera,Formicidae,Myrmecia,occidentalis,,,64,32,
Hymenoptera,Formicidae,Myrmecia,pavida,,,44,22,
Hymenoptera,Formicidae,Myrmecia,piliventris,,,34,17,
Hymenoptera,Formicidae,Myrmecia,pilosula,,,20,10,
Hymenoptera,Formicidae,Myrmecia,pyriformis,,,82,41,
Hymenoptera,Formicidae,Myrmecia,simillima,,,70,35,
Hymenoptera,Formicidae,Myrmecia,sp. cf. arnoldi,,,58,29,
Hymenoptera,Formicidae,Myrmecia,sp. cf. fulvipes,,,12,6,
Hymenoptera,Formicidae,Myrmecia,tepperi,,,70,35,
Hymenoptera,Formicidae,Myrmecia,vindex,,,76,38,
Hymenoptera,Formicidae,Myrmecina,graminicola,,,28,14,
Hymenoptera,Formicidae,Myrmecina,sp.1,,,66,33,
Hymenoptera,Formicidae,Myrmecina,sp.2,,,68,34,
Hymenoptera,Formicidae,Myrmecina ,americana,,,28,14,
Hymenoptera,Formicidae,Myrmica,lobicornis,,,24,12,
Hymenoptera,Formicidae,Myrmica,rubra,,,48,24,
Hymenoptera,Formicidae,Myrmica,ruginodis,,,48,24,
Hymenoptera,Formicidae,Myrmica,sabuleti,,,46,23,
Hymenoptera,Formicidae,Myrmica,scabrinodis,,,44,22,
Hymenoptera,Formicidae,Myrmica,schencki,,,46,23,
Hymenoptera,Formicidae,Myrmica,sulcinodis,,,52,26,
Hymenoptera,Formicidae,Myrmicaria,brunnea,,,44,22,
Hymenoptera,Formicidae,Myrmicaria,sp.1,,,44,22,
Hymenoptera,Formicidae,Myrmicaria,sp.2,,,44,22,
Hymenoptera,Formicidae,Myrmicaria,sp.3,,,44,22,
Hymenoptera,Formicidae,Myrmicaria,sp.4,,,44,22,
Hymenoptera,Formicidae,Myrmicaria,sp.5,,,46,23,
Hymenoptera,Formicidae,Myrmicocrypta,sp.1,,,30,15,
Hymenoptera,Formicidae,Myrmoxenus,adlerzi ,,,20,10,
Hymenoptera,Formicidae,Myrmoxenus,algeriana,,,20,10,
Hymenoptera,Formicidae,Myrmoxenus,bernardi,,,20,10,
Hymenoptera,Formicidae,Myrmoxenus,corsica,,,20,10,
Hymenoptera,Formicidae,Myrmoxenus,gordiagini ,,,20,10,
Hymenoptera,Formicidae,Myrmoxenus,kraussei,,,20,10,
Hymenoptera,Formicidae,Myrmoxenus,ravouxi,,,20,10,
Hymenoptera,Formicidae,Myrmoxenus,stumperi,,,20,10,
Hymenoptera,Formicidae,Mystrium,camillae,,,32,16,
Hymenoptera,Formicidae,Neivamyrmex,texanus,,,36,18,
Hymenoptera,Formicidae,Nothomyrmecia,macrops,,,94,47,
Hymenoptera,Formicidae,Notoncus,ectatommoides,,,44,22,
Hymenoptera,Formicidae,Ochetellus ,glaber,,,28,14,
Hymenoptera,Formicidae,Odontomachus,chelifer,,,44,22,
Hymenoptera,Formicidae,Odontomachus,hastatus,,,44,22,
Hymenoptera,Formicidae,Odontomachus,latidens,,,32,16,
Hymenoptera,Formicidae,Odontomachus,meinerti,,,44,22,
Hymenoptera,Formicidae,Odontomachus,rixosus ,,,30,15,
Hymenoptera,Formicidae,Odontomachus,scalptus,,,44,22,
Hymenoptera,Formicidae,Odontomachus,simillimus,,,44,22,
Hymenoptera,Formicidae,Odontomachus,"sp, ANIC-1",,,44,22,
Hymenoptera,Formicidae,Odontomachus,sp.1,,,44,22,
Hymenoptera,Formicidae,Odontoponera,transversa,,,44,22,
Hymenoptera,Formicidae,Oecophylla ,longinoda,,,24,12,
Hymenoptera,Formicidae,Oecophylla ,smaragdina,,,16,8,
Hymenoptera,Formicidae,Opisthopsis,rufithorax,,,50,25,
Hymenoptera,Formicidae,Orectognathus ,clarki,,,30,15,
Hymenoptera,Formicidae,Orectognathus ,darlingtoni,,,22,11,
Hymenoptera,Formicidae,Orectognathus ,versicolor,,,22,11,
Hymenoptera,Formicidae,Pachycondyla,apicalis,,,40,20,
Hymenoptera,Formicidae,Pachycondyla,arhuaca,,,24,12,
Hymenoptera,Formicidae,Pachycondyla,astuta,,,40,20,
Hymenoptera,Formicidae,Pachycondyla,carinulata,,,24,12,
Hymenoptera,Formicidae,Pachycondyla,chinensis,,,22,11,
Hymenoptera,Formicidae,Pachycondyla,concava,,,54,27,
Hymenoptera,Formicidae,Pachycondyla,constricta,,,30,15,
Hymenoptera,Formicidae,Pachycondyla,crassinoda ,,,62,31,
Hymenoptera,Formicidae,Pachycondyla,crenata,,,26,13,
Hymenoptera,Formicidae,Pachycondyla,curvinodis,,,26,13,
Hymenoptera,Formicidae,Pachycondyla,gilberti,,,30,15,
Hymenoptera,Formicidae,Pachycondyla,goeldii,,,24,12,
Hymenoptera,Formicidae,Pachycondyla,harpax,,,96,48,
Hymenoptera,Formicidae,Pachycondyla,impressa,,,94,47,
Hymenoptera,Formicidae,Pachycondyla,inversa ,,,30,15,
Hymenoptera,Formicidae,Pachycondyla,leeuwenhoeki,,,16,8,
Hymenoptera,Formicidae,Pachycondyla,lutea,,,16,8,
Hymenoptera,Formicidae,Pachycondyla,luteipes,,,22,11,
Hymenoptera,Formicidae,Pachycondyla,marginata,,,46,23,
Hymenoptera,Formicidae,Pachycondyla,mesonotalis,,,26,13,
Hymenoptera,Formicidae,Pachycondyla,metanotalis,,,70,35,
Hymenoptera,Formicidae,Pachycondyla,moesta,,,26,13,
Hymenoptera,Formicidae,Pachycondyla,rubiginosa,,,76,38,
Hymenoptera,Formicidae,Pachycondyla,rubra,,,36,18,
Hymenoptera,Formicidae,Pachycondyla,rufipes ,,,48,24,
Hymenoptera,Formicidae,Pachycondyla,sp.1,,,22,11,
Hymenoptera,Formicidae,Pachycondyla,sp.10,,,48,24,
Hymenoptera,Formicidae,Pachycondyla,sp.11,,,52,26,
Hymenoptera,Formicidae,Pachycondyla,sp.2,,,38,19,
Hymenoptera,Formicidae,Pachycondyla,sp.3,,,44,22,
Hymenoptera,Formicidae,Pachycondyla,sp.4,,,60,30,
Hymenoptera,Formicidae,Pachycondyla,sp.5,,,22,11,
Hymenoptera,Formicidae,Pachycondyla,sp.6,,,28,14,
Hymenoptera,Formicidae,Pachycondyla,sp.7,,,22,11,
Hymenoptera,Formicidae,Pachycondyla,sp.8,,,36,18,
Hymenoptera,Formicidae,Pachycondyla,sp.9,,,36,18,
Hymenoptera,Formicidae,Pachycondyla,stigma,,,12,6,
Hymenoptera,Formicidae,Pachycondyla,striata,,,104,52,
Hymenoptera,Formicidae,Pachycondyla,subversa,,,28,14,
Hymenoptera,Formicidae,Pachycondyla,succedanea,,,14,7,
Hymenoptera,Formicidae,Pachycondyla,tridentata,,,28,14,
Hymenoptera,Formicidae,Pachycondyla,unidentata,,,12,6,
Hymenoptera,Formicidae,Pachycondyla,venusta,,,48,24,
Hymenoptera,Formicidae,Pachycondyla,verenae,,,60,30,
Hymenoptera,Formicidae,Pachycondyla,villosa,,,34,17,
Hymenoptera,Formicidae,Papyrius,nitidus ,,,16,8,
Hymenoptera,Formicidae,Paratrechina,indica,,,30,15,
Hymenoptera,Formicidae,Paratrechina,longicornis,,,16,8,
Hymenoptera,Formicidae,Paratrechina,parvula,,,14,7,
Hymenoptera,Formicidae,Paratrechina,"sp, ANIC-1",,,30,15,
Hymenoptera,Formicidae,Paratrechina,sp.1,,,16,8,
Hymenoptera,Formicidae,Paratrechina,sp.10,,,30,15,
Hymenoptera,Formicidae,Paratrechina,sp.2,,,26,13,
Hymenoptera,Formicidae,Paratrechina,sp.3,,,28,14,
Hymenoptera,Formicidae,Paratrechina,sp.4,,,16,8,
Hymenoptera,Formicidae,Paratrechina,sp.5,,,28,14,
Hymenoptera,Formicidae,Paratrechina,sp.6,,,30,15,
Hymenoptera,Formicidae,Paratrechina,sp.7,,,16,8,
Hymenoptera,Formicidae,Paratrechina,sp.8,,,30,15,
Hymenoptera,Formicidae,Paratrechina,sp.9,,,30,15,
Hymenoptera,Formicidae,Pheidole,binghamii,,,20,10,
Hymenoptera,Formicidae,Pheidole,capellinii,,,20,10,
Hymenoptera,Formicidae,Pheidole,dentata,,,20,10,
Hymenoptera,Formicidae,Pheidole,dentigula,,,20,10,
Hymenoptera,Formicidae,Pheidole,desertorum,,,20,10,
Hymenoptera,Formicidae,Pheidole,fallax,,,20,10,
Hymenoptera,Formicidae,Pheidole,fervida,,,20,10,
Hymenoptera,Formicidae,Pheidole,hortensis,,,20,10,
Hymenoptera,Formicidae,Pheidole,hyatti,,,20,10,
Hymenoptera,Formicidae,Pheidole,indica,,,20,10,
Hymenoptera,Formicidae,Pheidole,latinoda,,,42,21,
Hymenoptera,Formicidae,Pheidole,megacephala,,,20,10,
Hymenoptera,Formicidae,Pheidole,mus,,,12,6,
Hymenoptera,Formicidae,Pheidole,nitidula,,,20,10,
Hymenoptera,Formicidae,Pheidole,noda,,,38,19,
Hymenoptera,Formicidae,Pheidole,pallidula,,,20,10,
Hymenoptera,Formicidae,Pheidole,plagiaria,,,20,10,
Hymenoptera,Formicidae,Pheidole,porcula,,,20,10,
Hymenoptera,Formicidae,Pheidole,soritis,,,18,9,
Hymenoptera,Formicidae,Pheidole,sp.1,,,18,9,
Hymenoptera,Formicidae,Pheidole,sp.10,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.11,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.12,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.13,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.14,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.15,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.16,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.17,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.18,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.19,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.2,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.20,,,34,17,
Hymenoptera,Formicidae,Pheidole,sp.21,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.22,,,16,8,
Hymenoptera,Formicidae,Pheidole,sp.23,,,38,19,
Hymenoptera,Formicidae,Pheidole,sp.24,,,18,9,
Hymenoptera,Formicidae,Pheidole,sp.25,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.26,,,22,11,
Hymenoptera,Formicidae,Pheidole,sp.27,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.28,,,38,19,
Hymenoptera,Formicidae,Pheidole,sp.29,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.3,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.30,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.31,,,18,9,
Hymenoptera,Formicidae,Pheidole,sp.32,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.33,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.34,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.35,,,36,18,
Hymenoptera,Formicidae,Pheidole,sp.36,,,42,21,
Hymenoptera,Formicidae,Pheidole,sp.37,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.38,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.39,,,30,15,
Hymenoptera,Formicidae,Pheidole,sp.4,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.40,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.41,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.42,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.43,,,28,14,
Hymenoptera,Formicidae,Pheidole,sp.44,,,18,9,
Hymenoptera,Formicidae,Pheidole,sp.45,,,18,9,
Hymenoptera,Formicidae,Pheidole,sp.46,,,18,9,
Hymenoptera,Formicidae,Pheidole,sp.47,,,32,16,
Hymenoptera,Formicidae,Pheidole,sp.48,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.49,,,18,9,
Hymenoptera,Formicidae,Pheidole,sp.5,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.50,,,18,9,
Hymenoptera,Formicidae,Pheidole,sp.51,,,18,9,
Hymenoptera,Formicidae,Pheidole,sp.6,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.7,,,18,9,
Hymenoptera,Formicidae,Pheidole,sp.8,,,20,10,
Hymenoptera,Formicidae,Pheidole,sp.9,,,20,10,
Hymenoptera,Formicidae,Pheidole,spininodis,,,20,10,
Hymenoptera,Formicidae,Pheidole,subarmata ,,,20,10,
Hymenoptera,Formicidae,Pheidole,tepicana,,,18,9,
Hymenoptera,Formicidae,Pheidole,woodmasoni,,,18,9,
Hymenoptera,Formicidae,Pheidologeton ,diversus,,,42,21,
Hymenoptera,Formicidae,Pheidologeton ,sp.1,,,42,21,
Hymenoptera,Formicidae,Philidris,cordata ,,,16,8,
Hymenoptera,Formicidae,Plagiolepis,pygmaea,,,18,9,
Hymenoptera,Formicidae,Plagiolepis,schmitzii ,,,18,9,
Hymenoptera,Formicidae,Plagiolepis,sp.1,,,18,9,
Hymenoptera,Formicidae,Plagiolepis,sp.2,,,18,9,
Hymenoptera,Formicidae,Platythyrea,quadridenta,,,18,9,
Hymenoptera,Formicidae,Platythyrea,tricuspidata,,,94,47,
Hymenoptera,Formicidae,Podomyrma,adelaidae ,,,52,26,
Hymenoptera,Formicidae,Pogonomyrmex,apache,,,32,16,
Hymenoptera,Formicidae,Pogonomyrmex,badius,,,32,16,
Hymenoptera,Formicidae,Pogonomyrmex,barbatus,,,32,16,
Hymenoptera,Formicidae,Pogonomyrmex,brevispinosus,,,32,16,
Hymenoptera,Formicidae,Pogonomyrmex,californicus,,,32,16,
Hymenoptera,Formicidae,Pogonomyrmex,comanche,,,32,16,
Hymenoptera,Formicidae,Pogonomyrmex,desertorum,,,32,16,
Hymenoptera,Formicidae,Pogonomyrmex,huachucanus,,,36,18,
Hymenoptera,Formicidae,Pogonomyrmex,imberbiculus,,,30,15,
Hymenoptera,Formicidae,Pogonomyrmex,magnacanthus,,,32,16,
Hymenoptera,Formicidae,Pogonomyrmex,maricopa,,,32,16,
Hymenoptera,Formicidae,Pogonomyrmex,montanus,,,32,16,
Hymenoptera,Formicidae,Pogonomyrmex,occidentalis,,,32,16,
Hymenoptera,Formicidae,Pogonomyrmex,rugosus,,,32,16,
Hymenoptera,Formicidae,Pogonomyrmex,subnitidus,,,32,16,
Hymenoptera,Formicidae,Polyergus,samurai,,,54,27,
Hymenoptera,Formicidae,Polyrhachis,ammon,,,42,21,
Hymenoptera,Formicidae,Polyrhachis,dives,,,42,21,
Hymenoptera,Formicidae,Polyrhachis,gribodoi,,,48,24,
Hymenoptera,Formicidae,Polyrhachis,hector,,,42,21,
Hymenoptera,Formicidae,Polyrhachis,hippomanes,,,40,20,
Hymenoptera,Formicidae,Polyrhachis,illaudata,,,32,16,
Hymenoptera,Formicidae,Polyrhachis,lacteipennis,,,42,21,
Hymenoptera,Formicidae,Polyrhachis,lamellidens,,,42,21,
Hymenoptera,Formicidae,Polyrhachis,rastellata,,,42,21,
Hymenoptera,Formicidae,Polyrhachis,"sp, ANIC-1",,,42,21,
Hymenoptera,Formicidae,Polyrhachis,sp.1,,,42,21,
Hymenoptera,Formicidae,Polyrhachis,sp.2,,,42,21,
Hymenoptera,Formicidae,Polyrhachis,sp.3,,,40,20,
Hymenoptera,Formicidae,Ponera,japonica,,,12,6,
Hymenoptera,Formicidae,Ponera,pennsylvanica,,,12,6,
Hymenoptera,Formicidae,Ponera,scabra,,,8,4,
Hymenoptera,Formicidae,Ponera,sp.1,,,12,6,
Hymenoptera,Formicidae,Ponera,sp.2,,,12,6,
Hymenoptera,Formicidae,Prenolepis,imparis,,,16,8,
Hymenoptera,Formicidae,Prenolepis,jerdoni,,,36,18,
Hymenoptera,Formicidae,Pristomyrmex ,punctatus ,,,24,12,
Hymenoptera,Formicidae,Pristomyrmex ,sp.1,,,22,11,
Hymenoptera,Formicidae,Pristomyrmex ,sp.2,,,28,14,
Hymenoptera,Formicidae,Proatta,sp.1,,,32,16,
Hymenoptera,Formicidae,Probolomyrmex,sp.1,,,28,14,
Hymenoptera,Formicidae,Proceratium,silaceum,,,36,18,
Hymenoptera,Formicidae,Proceratium,sp.1,,,48,24,
Hymenoptera,Formicidae,Prolasius ,"sp, ANIC-1",,,18,9,
Hymenoptera,Formicidae,Prolasius ,"sp, ANIC-2",,,18,9,
Hymenoptera,Formicidae,Protomognathus,americanus,,,22,11,
Hymenoptera,Formicidae,Pseudolasius,sp.1,,,28,14,
Hymenoptera,Formicidae,Pseudolasius,sp.2,,,30,15,
Hymenoptera,Formicidae,Pseudolasius,sp.3,,,30,15,
Hymenoptera,Formicidae,Pseudolasius,sp.4,,,16,8,
Hymenoptera,Formicidae,Pseudolasius,sp.5,,,34,17,
Hymenoptera,Formicidae,Pseudomyrmex,gracilis,,,70,35,
Hymenoptera,Formicidae,Pseudomyrmex,holmgreni,,,50,25,
Hymenoptera,Formicidae,Pseudomyrmex,penetrator,,,24,12,
Hymenoptera,Formicidae,Pseudomyrmex,schuppi,,,24,12,
Hymenoptera,Formicidae,Pseudomyrmex,sp.1,,,42,21,
Hymenoptera,Formicidae,Pseudomyrmex,sp.2,,,50,25,
Hymenoptera,Formicidae,Pseudomyrmex,sp.3,,,44,22,
Hymenoptera,Formicidae,Pyramica ,dohertyi ,,,24,12,
Hymenoptera,Formicidae,Pyramica ,mutica,,,36,18,
Hymenoptera,Formicidae,Pyramica ,sp.1,,,38,19,
Hymenoptera,Formicidae,Pyramica ,sp.2,,,26,13,
Hymenoptera,Formicidae,Pyramica ,sp.3,,,16,8,
Hymenoptera,Formicidae,Recurvidris,sp.1,,,24,12,
Hymenoptera,Formicidae,Rhytidoponera,aciculata,,,52,26,
Hymenoptera,Formicidae,Rhytidoponera,chalybaea,,,42,21,
Hymenoptera,Formicidae,Rhytidoponera,impressa,,,42,21,
Hymenoptera,Formicidae,Rhytidoponera,lamellinodis,,,52,26,
Hymenoptera,Formicidae,Rhytidoponera,maniae,,,44,22,
Hymenoptera,Formicidae,Rhytidoponera,mayri,,,50,25,
Hymenoptera,Formicidae,Rhytidoponera,mayri,,,50,25,
Hymenoptera,Formicidae,Rhytidoponera,metallica,,,38,19,
Hymenoptera,Formicidae,Rhytidoponera,punctata,,,100,50,
Hymenoptera,Formicidae,Rhytidoponera,purpurea,,,38,19,
Hymenoptera,Formicidae,Rhytidoponera,sp ANIC-10,,,48,24,
Hymenoptera,Formicidae,Rhytidoponera,sp ANIC-11,,,50,25,
Hymenoptera,Formicidae,Rhytidoponera,sp ANIC-13,,,52,26,
Hymenoptera,Formicidae,Rhytidoponera,sp ANIC-14,,,22,11,
Hymenoptera,Formicidae,Rhytidoponera,sp ANIC-15,,,50,25,
Hymenoptera,Formicidae,Rhytidoponera,sp ANIC-16,,,52,26,
Hymenoptera,Formicidae,Rhytidoponera,sp ANIC-9,,,48,24,
Hymenoptera,Formicidae,Rhytidoponera,tasmaniensis-1,,,30,15,
Hymenoptera,Formicidae,Rhytidoponera,tasmaniensis-2,,,46,23,
Hymenoptera,Formicidae,Rhytidoponera,victoriae,,,42,21,
Hymenoptera,Formicidae,Sericomyrmex,amabilis,,,50,25,
Hymenoptera,Formicidae,Solenopsis,aurea,,,32,16,
Hymenoptera,Formicidae,Solenopsis,fugax,,,22,11,
Hymenoptera,Formicidae,Solenopsis,geminata,,,32,16,
Hymenoptera,Formicidae,Solenopsis,invicta,,,32,16,
Hymenoptera,Formicidae,Solenopsis,molesta,,,22,11,
Hymenoptera,Formicidae,Solenopsis,richteri,,,32,16,
Hymenoptera,Formicidae,Solenopsis,saevissima,,,32,16,
Hymenoptera,Formicidae,Solenopsis,sp.1,,,38,19,
Hymenoptera,Formicidae,Solenopsis,sp.2,,,22,11,
Hymenoptera,Formicidae,Solenopsis,xyloni,,,32,16,
Hymenoptera,Formicidae,Sphinctomyrmex,steinheili,,,46,23,
Hymenoptera,Formicidae,Stenamma,brevicorne,,,8,4,
Hymenoptera,Formicidae,Stenamma,westwoodii,,,40,20,
Hymenoptera,Formicidae,Stigmacros ,"sp, ANIC-1",,,38,19,
Hymenoptera,Formicidae,Stigmacros ,"sp, ANIC-3",,,20,10,
Hymenoptera,Formicidae,Strongylognathus,huberi,,,28,14,
Hymenoptera,Formicidae,Strumigenys,doriae,,,22,11,
Hymenoptera,Formicidae,Strumigenys,friedae,,,24,12,
Hymenoptera,Formicidae,Strumigenys,godeffroyi,,,42,21,
Hymenoptera,Formicidae,Tapinoma,erraticum,,,16,8,
Hymenoptera,Formicidae,Tapinoma,indicum,,,12,6,
Hymenoptera,Formicidae,Tapinoma,melanocephalum,,,10,5,
Hymenoptera,Formicidae,Tapinoma,nigerrimum,,,18,9,
Hymenoptera,Formicidae,Tapinoma,sessile,,,16,8,
Hymenoptera,Formicidae,Tapinoma,simrothi,,,18,9,
Hymenoptera,Formicidae,Tapinoma,sp.1,,,10,5,
Hymenoptera,Formicidae,Technomyrmex,albipes,,,18,9,
Hymenoptera,Formicidae,Technomyrmex,sp.1,,,30,15,
Hymenoptera,Formicidae,Technomyrmex,sp.2,,,28,14,
Hymenoptera,Formicidae,Technomyrmex,sp.3,,,30,15,
Hymenoptera,Formicidae,Technomyrmex,sp2 bicolor ,,,28,14,
Hymenoptera,Formicidae,Temnothorax,affinis,,,18,9,
Hymenoptera,Formicidae,Temnothorax,ambiguus,,,22,11,
