Order,Family,Genus,species,Karyotype,notes..Karyotype,Chromosome.number..female..2N,Chromosome.number..male..2N,notes..comments
Hemiptera,Lygaeidae,Pachybrachius,sp. (MLY-2),XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Pachybrachius,sp. (PDA-46),XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Pachybrachius,vinctus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Pachygrontha,barberi,XO,XO,24,23,1m chromosome pair
Hemiptera,Lygaeidae,Pachygrontha,bipunctata,XO,XO,14,13,1m chromosome pair
Hemiptera,Lygaeidae,Pachygrontha,compacta,XO,XO,14,13,1m chromosome pair
Hemiptera,Lygaeidae,Pachygrontha,lineata,XO,XO,14,13,1m chromosome pair
Hemiptera,Lygaeidae,Pachygrontha,longiceps,XO,XO,18,17,1m chromosome pair
Hemiptera,Lygaeidae,Pachygrontha,nigrovittata,XO,XO,14,13,1m chromosome pair
Hemiptera,Lygaeidae,Pachygrontha,similis,XO,XO,14,13,1m chromosome pair
Hemiptera,Lygaeidae,Pachyphlegyas,modigliani,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Paradieuches,dissimilis,XY,XY,12,12,1m chromosome pair
Hemiptera,Lygaeidae,Paromius,apicatus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Paromius,gracilis,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Paromius,longulus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Paromius,pallidus,XY,XY,12,12,1m chromosome pair
Hemiptera,Lygaeidae,Paromius,paraclypeatus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Peritrechus,angusticollis,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Peritrechus,distinguendus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Peritrechus,geniculatus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Peritrechus,nubilus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Peritrechus,tristis,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Philomyrmex,insignis,complex XY,XXY,18,17,1m chromosome pair
Hemiptera,Lygaeidae,Phlegyas,abbreviatus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Phorcinus,albofasciatus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Piocoris,stellatus,XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Pionosomus,varius,XY,XY,18,18,1m chromosome pair
Hemiptera,Lygaeidae,Plinthisus,compactus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Plinthisus,longisetosus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Plinthisus,sp. (C-27),XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Plinthisus,sp. (E-23),XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Plinthisus,sp. (U-120),XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Poeantius,festivus,XO,XO,14,13,1m chromosome pair
Hemiptera,Lygaeidae,Poeantius,nigropictus,XO,XO,14,13,1m chromosome pair
Hemiptera,Lygaeidae,Poeantius,sp. #128,XO,XO,14,13,1m chromosome pair
Hemiptera,Lygaeidae,Prosomoeus,brunneus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Pseudocnemodus,canadensis,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Pterotmetus,staphyliniformis,XY,XY,18,18,1m chromosome pair
Hemiptera,Lygaeidae,Ptochiomera,nodosa,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Pylorgus,colon,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Remaudiereana,nigroceps,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Remaudiereana,sp. (MLY-3),XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Rhyparochromus,angustatus,XYY,XYY,14,15,1m chromosome pair
Hemiptera,Lygaeidae,Rhyparochromus,phoeniceus,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Rhyparochromus,pini,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Rhypodes,clavicornis,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Rhypodes,myersi,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Scolopostethus,affinis,XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Scolopostethus,decoratus,XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Scolopostethus,pacificus,XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Scolopostethus,pictus,XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Scolopostethus,sp.,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Scolopostethus,thomsoni,XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Serranegra,sp.,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Sphaerobius,insignis,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Sphragisticus,nebulosus,complex XY,XXXY,18,16,1m chromosome pair
Hemiptera,Lygaeidae,Spilostethus,furculus,XY,XY,14,14,
Hemiptera,Lygaeidae,Spilostethus,hospes,XY,XY,14,14,
Hemiptera,Lygaeidae,Spilostethus,longulus,XY,XY,14,14,
Hemiptera,Lygaeidae,Spilostethus,macilentus,XY,XY,14,14,
Hemiptera,Lygaeidae,Spilostethus,pandurus,XY,XY,14,14,
Hemiptera,Lygaeidae,Spilostethus,saxatilis,XY,XY,14,14,
Hemiptera,Lygaeidae,Stenophyella,macreta,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Stigmatonotum,capucinum,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Stigmatonotum,rufipes,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Stilbocoris,sp. (GGES-14),XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Stilbocoris,sp. (GGES-15),XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Stilbocoris,sp. (GGES-16),XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Stilbocoris,sp. (PDA-34),XY,XY,20,20,1m chromosome pair
Hemiptera,Lygaeidae,Stygnocoris,fuligineus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Stygnocoris,pygmaeus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Stygnocoris,rusticus,XY,XY,18,18,1m chromosome pair
Hemiptera,Lygaeidae,Stygnocoris,sabulosus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Targarema,stali,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Thylochromus,nitidulus,complex XY,XXY,22,21,1m chromosome pair
Hemiptera,Lygaeidae,Togo,hemipterus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Trapezonotus,anorus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Trapezonotus,arenarius,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Trichodrymus,sp.,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Tropidothorax,leucopterus,XY,XY,14,14,
Hemiptera,Lygaeidae,Tropistethus,holosericus,XY,XY,12,12,
Hemiptera,Lygaeidae,Uttaris,pallidipennis,XY,XY,14,14,1m chromosome pair
Hemiptera,Lygaeidae,Xestocoris,nitens,XO,XO,14,13,1m chromosome pair
Hemiptera,Lygaeidae,Xyonysius,basalis,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Xyonysius,californicus,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Xyonysius,naso,XY,XY,16,16,1m chromosome pair
Hemiptera,Lygaeidae,Zeridonius,costalis,XY,XY,16,16,1m chromosome pair
Hemiptera,Margarodidae,Porphyrophora ,hamelii,XO,,14,NA,
Hemiptera,Margarodidae,Porphyrophora ,polonica,XO,,14,NA,
Hemiptera,Matsucoccidae,Matsucoccus ,gallicolus,complex XO,XXXXXXO,40,NA,X1X2X3X4X5X6O
Hemiptera,Mesoveliidae,Mesovelia,furcata,complex XY,XXXXY,38,35,
Hemiptera,Miridae,Adelophocoris,lineolatus,XY,XY,32,32,
Hemiptera,Miridae,Adelophocoris,lineolatus,,,NA,17,
Hemiptera,Miridae,Adelophocoris,rapidus,complex XO,XXO,30,28,
Hemiptera,Miridae,Adelophocoris,rubripes,XY,XY,20,20,
Hemiptera,Miridae,Adelophocoris,sp.,XY,XY,26,26,
Hemiptera,Miridae,Adelophocoris,sturalis,XY,XY,24,24,
Hemiptera,Miridae,Adelophocoris,tenebrosis,XY,XY,28,28,
Hemiptera,Miridae,Adelophocoris,triannulatus,XY,XY,24,24,
Hemiptera,Miridae,Adelophocoris,variabilis,XY,XY,22,22,
Hemiptera,Miridae,Amblytylus,nasutus,XY,XY,32,32,
Hemiptera,Miridae,Apolygus,adustus hilaris,XY,XY,34,34,
Hemiptera,Miridae,Apolygus,sp.,XY,XY,34,34,
Hemiptera,Miridae,Atractotomus,mali,XY,XY,32,32,
Hemiptera,Miridae,Blepharidopterus,angulatus,XY,XY,24,24,
Hemiptera,Miridae,Bryocoropsis,laticollis,XY,XY,34,34,
Hemiptera,Miridae,Calocoris,fulvomaculatus,XY,XY,34,34,
Hemiptera,Miridae,Calocoris,norvegicus,XY,XY,32,32,
Hemiptera,Miridae,Calocoris,norvegicus,XY,XY,34,34,
Hemiptera,Miridae,Calocoris,sexguttatus,XY,XY,32,32,
Hemiptera,Miridae,Camptobrochis,lutescens,XY,XY,34,34,
Hemiptera,Miridae,Camptozygum,pinastri,XY,XY,34,34,
Hemiptera,Miridae,Campylomma,verbasci,,,NA,32,
Hemiptera,Miridae,Capsus,ater,XY,XY,34,34,
Hemiptera,Miridae,Ceratocapsus,incisus,,,NA,20,
Hemiptera,Miridae,Ceratocapsus,modestus,,,NA,24,
Hemiptera,Miridae,Ceratocapsus,nigellus,,,NA,24,
Hemiptera,Miridae,Ceratocapsus,pilosulus,,,NA,24,
Hemiptera,Miridae,Charagochilus,angusticolis,XY,XY,34,34,
Hemiptera,Miridae,Chlamydatus,associatus,,,NA,32,
Hemiptera,Miridae,Chlamydatus,evanescens,XY,XY,32,32,
Hemiptera,Miridae,Chlamydatus,pullus,XY,XY,32,32,
Hemiptera,Miridae,Chlamydatus,wilkinsoni,XY,XY,32,32,
Hemiptera,Miridae,Collaria,meilleurii,,,NA,14,
Hemiptera,Miridae,Conostethus,brevis,XY,XY,32,32,
Hemiptera,Miridae,Creontiades,tricolor,XY,XY,32,32,
Hemiptera,Miridae,Criocoris,saliens,,,NA,32,
Hemiptera,Miridae,Cyllecoris,histrionicus,complex XY,XXY,24,23,
Hemiptera,Miridae,Deraeocoris,albigulus,,,NA,34,
Hemiptera,Miridae,Deraeocoris,aphidiphagus,,,NA,34,
Hemiptera,Miridae,Deraeocoris,borealis,,,NA,34,
Hemiptera,Miridae,Deraeocoris,fasciolus,,,NA,34,
Hemiptera,Miridae,Deraeocoris,lutescens,XY,XY,34,34,
Hemiptera,Miridae,Deraeocoris,madosonensis,,,NA,34,
Hemiptera,Miridae,Deraeocoris,nebulosus,,,NA,34,
Hemiptera,Miridae,Deraeocoris,nitenatus,,,NA,34,
Hemiptera,Miridae,Deraeocoris,olivaceus,XY,XY,34,34,
Hemiptera,Miridae,Deraeocoris,pallidus,XY,XY,36,36,
Hemiptera,Miridae,Deraeocoris,quercicola,,,NA,34,
Hemiptera,Miridae,Dichrooscytus,viridicans,,,NA,34,
Hemiptera,Miridae,Dicyphus,epilobii,XY,XY,48,48,
Hemiptera,Miridae,Dicyphus,globulifer,XY,XY,48,48,
Hemiptera,Miridae,Dicyphus,stachydis,complex XY,XXY,50,49,
Hemiptera,Miridae,Dicyphus,stachydis,XY,XY,48,48,
Hemiptera,Miridae,Distantiella,theobroma,XY,XY,28,28,
Hemiptera,Miridae,Dryophilocoris,flavoquadrimaculatus,complex XY,XXY,38,37,
Hemiptera,Miridae,Eurystylus,coelestialium,XY,XY,32,32,
Hemiptera,Miridae,Garganus,fusiformis,,,NA,34,
Hemiptera,Miridae,Hallodapus,linnaevuori,XY,XY,26,26,
Hemiptera,Miridae,Halticus,bracteatus,,,NA,30,
Hemiptera,Miridae,Helopeltis,corbisieri,XY,XY,18,18,
Hemiptera,Miridae,Helopeltis,schoutedeni,XY,XY,20,20,
Hemiptera,Miridae,Heterotoma,merioptera,XY,XY,34,34,
Hemiptera,Miridae,Horicias,dislocatus,XY,XY,34,34,
Hemiptera,Miridae,Hyaliodes,brevis,,,NA,36,
Hemiptera,Miridae,Hyaliodes,vitripennis,,,NA,34,
Hemiptera,Miridae,Ilnacora,malina,,,NA,26,
Hemiptera,Miridae,Ilnacora,stalii,,,NA,26,
Hemiptera,Miridae,Labops,brooksi,,,NA,40,
Hemiptera,Miridae,Lepidopsallus,rostratus,,,NA,32,
Hemiptera,Miridae,Leptopterna,dolabratus,XY,XY,34,34,
Hemiptera,Miridae,Litomiris,debilis,,,NA,34,
Hemiptera,Miridae,Lopidea,incurva,,,NA,80,
Hemiptera,Miridae,Lopidea,lathyri,,,NA,80,
Hemiptera,Miridae,Lopidea,marginalis,,,NA,80,
Hemiptera,Miridae,Lopidea,robiniae,,,NA,80,
Hemiptera,Miridae,Lopus,decolor,XY,XY,32,32,
Hemiptera,Miridae,Lygocoris,canadensis,,,NA,34,
Hemiptera,Miridae,Lygocoris,communis,,,NA,34,
Hemiptera,Miridae,Lygocoris,contaminatus,XY,XY,34,34,
Hemiptera,Miridae,Lygocoris,honshuensis,XY,XY,34,34,
Hemiptera,Miridae,Lygocoris,lucorum,XY,XY,34,34,
Hemiptera,Miridae,Lygocoris,omnivagus,,,NA,34,
Hemiptera,Miridae,Lygocoris,pabulinus,XY,XY,34,34,
Hemiptera,Miridae,Lygocoris,quercalbae,,,NA,34,
Hemiptera,Miridae,Lygocoris,tinctus,,,NA,34,
Hemiptera,Miridae,Lygocoris,viridis,XY,XY,34,34,
Hemiptera,Miridae,Lygus,lineoparis,,,NA,34,
Hemiptera,Miridae,Lygus,pratensis,XY,XY,34,34,
Hemiptera,Miridae,Lygus,rugulipennis,XY,XY,34,34,
Hemiptera,Miridae,Lygus,sp.,XY,XY,34,34,
Hemiptera,Miridae,Lygus,tripustulatus,XY,XY,34,34,
Hemiptera,Miridae,Lygus,vanduzeei,,,NA,34,
Hemiptera,Miridae,Macrotylus,paykulli,XY,XY,34,34,
Hemiptera,Miridae,Macrotylus,quadrilineatus,,,NA,36,
Hemiptera,Miridae,Malacocoris,chlorizana,XY,XY,22,22,
Hemiptera,Miridae,Megacoelum,infusum,XY,XY,32,32,
Hemiptera,Miridae,Megaloceroea,recticornis,XY,XY,34,34,
Hemiptera,Miridae,Megalocoleus,molliculus,XY,XY,32,32,
Hemiptera,Miridae,Megalocoleus,pilosus,XY,XY,32,32,
Hemiptera,Miridae,Microphylellus,longirostris,,,NA,34,
Hemiptera,Miridae,Monalocoris,americanus,,,NA,34,
Hemiptera,Miridae,Monalocoris,filicis,XY,XY,34,34,
Hemiptera,Miridae,Neurocolpus,jessiae,,,NA,34,
Hemiptera,Miridae,Neurocolpus,rubidus,,,NA,34,
Hemiptera,Miridae,Neurocolpus,tiliae,,,NA,34,
Hemiptera,Miridae,Notostira,elongata,,,NA,17,
Hemiptera,Miridae,Oncotylus,viridiflavus,XY,XY,32,32,
Hemiptera,Miridae,Onomaus,lautus,XY,XY,32,32,
Hemiptera,Miridae,Orectoderus,obliguus,,,NA,34,
Hemiptera,Miridae,Orthocephalus,funestus,XY,XY,30,30,
Hemiptera,Miridae,Orthocephalus,sp.,XY,XY,28,28,
Hemiptera,Miridae,Orthops,campestris,XY,XY,24,24,
Hemiptera,Miridae,Orthops,campestris,,,NA,34,
Hemiptera,Miridae,Orthops,saundersi,XY,XY,34,34,
Hemiptera,Miridae,Orthotylus,adenocarpi,XY,XY,30,30,
Hemiptera,Miridae,Orthotylus,ericetorum,XY,XY,24,24,
Hemiptera,Miridae,Orthotylus,flavosparsus,XY,XY,26,26,
Hemiptera,Miridae,Orthotylus,flavosparsus,,,NA,28,
Hemiptera,Miridae,Orthotylus,marginalis,XY,XY,28,28,
Hemiptera,Miridae,Orthotylus,nassatus,XY,XY,26,26,
Hemiptera,Miridae,Orthotylus,ornatus,,,NA,28,
Hemiptera,Miridae,Parthenicus,nigrellus,,,NA,24,
Hemiptera,Miridae,Phylus,melacocephalus,XO,XO,32,31,
Hemiptera,Miridae,Phytocoris,conspurcatus,,,NA,34,
Hemiptera,Miridae,Phytocoris,depictus,,,NA,34,
Hemiptera,Miridae,Phytocoris,lasiomerus,,,NA,34,
Hemiptera,Miridae,Phytocoris,longipennis,XY,XY,34,34,
Hemiptera,Miridae,Phytocoris,penipecten,,,NA,34,
Hemiptera,Miridae,Phytocoris,reuteri,XY,XY,34,34,
Hemiptera,Miridae,Phytocoris,tiliae,XY,XY,34,34,
Hemiptera,Miridae,Phytocoris,ulmi,XY,XY,32,32,
Hemiptera,Miridae,Phytocoris,varipes,XY,XY,34,34,
Hemiptera,Miridae,Pilophorus,juniperi,,,NA,30,
Hemiptera,Miridae,Pilophorus,perplexus,,,NA,30,
Hemiptera,Miridae,Pilophorus,setulosus,XY,XY,28,28,
Hemiptera,Miridae,Pilophorus,walshii,,,NA,30,
Hemiptera,Miridae,Plagiognathus,albipennis,XY,XY,32,32,
Hemiptera,Miridae,Plagiognathus,arbustorum,XY,XY,34,34,
Hemiptera,Miridae,Plagiognathus,arbustorum,XY,XY,32,32,
Hemiptera,Miridae,Plagiognathus,chrysanthemi,XY,XY,30,30,
Hemiptera,Miridae,Plagiognathus,chrysanthemi,XY,XY,32,32,
Hemiptera,Miridae,Plagiognathus,delicantus,,,NA,30,
Hemiptera,Miridae,Plagiognathus,dispar,,,NA,32,
Hemiptera,Miridae,Plagiognathus,politus,,,NA,34,
Hemiptera,Miridae,Plagiognathus,sp.,XO,XO,32,31,
Hemiptera,Miridae,Plagiognathus,yomogi,XY,XY,32,32,
Hemiptera,Miridae,Poecilocapsus,lineatus,,,NA,34,
Hemiptera,Miridae,Polymerus,palustris,XY,XY,34,34,
Hemiptera,Miridae,Polymerus,proximus,,,NA,34,
Hemiptera,Miridae,Polymerus,venaticus,,,NA,34,
Hemiptera,Miridae,Psallus,ambiguus,XY,XY,30,30,
Hemiptera,Miridae,Psallus,backeri,,,NA,32,
Hemiptera,Miridae,Psallus,betuleti,XY,XY,30,30,
Hemiptera,Miridae,Psallus,morrisoni,,,NA,32,
Hemiptera,Miridae,Psallus,perrisi,XY,XY,32,32,
Hemiptera,Miridae,Psallus,sp.,XY,XY,32,32,
Hemiptera,Miridae,Psallus,variabilis,XY,XY,30,30,
Hemiptera,Miridae,Psallus,varians,XY,XY,32,32,
Hemiptera,Miridae,Psallus,wagneri,XY,XY,32,32,
Hemiptera,Miridae,Pseudoxenetus,scutellatus,,,NA,30,
Hemiptera,Miridae,Reuteria,irrotata,,,NA,26,
Hemiptera,Miridae,Sahlbergella,singularis,XY,XY,28,28,
Hemiptera,Miridae,Slaterocoris,attritibialis,,,NA,26,
Hemiptera,Miridae,Slaterocoris,breviatus,,,NA,26,
Hemiptera,Miridae,Slaterocoris,stygicus,,,NA,26,
Hemiptera,Miridae,Stenodema,calcarata,XY,XY,34,34,
Hemiptera,Miridae,Stenodema,laevigatum,XY,XY,32,32,
Hemiptera,Miridae,Stenotus,binotatus,XY,XY,32,32,
Hemiptera,Miridae,Stenotus,binotatus,XY,XY,34,34,
Hemiptera,Miridae,Stenotus,rubrovittatus,XY,XY,42,42,
Hemiptera,Miridae,Taedis,scrupeus,,,NA,34,
Hemiptera,Miridae,Trigonotylus,coelestialiurri,XY,XY,34,34,
Hemiptera,Miridae,Trigonotylus,ruticornis,,,NA,34,
Hemiptera,Miridae,Tropidosteptes,amoenus,,,NA,34,
Hemiptera,Monophlebidae,Aspidoproctus,maximus ,XO,,6,NA,
Hemiptera,Monophlebidae,Auloicerya ,acaciae,,,4,NA,
Hemiptera,Monophlebidae,Conifericoccus,agathidis,,,NA,NA,
Hemiptera,Monophlebidae,Crypticerya,rosae,,,4,NA,
Hemiptera,Monophlebidae,Crypticerya,sp.,,,4,NA,
Hemiptera,Monophlebidae,Drosicha ,sp.,,,8,NA,
Hemiptera,Monophlebidae,Echinicerya,anomala,,,4,NA,
Hemiptera,Monophlebidae,Gigantococcus,maximus,,,4,NA,
Hemiptera,Monophlebidae,Icerya,aegyptiaca,,,4,NA,
Hemiptera,Monophlebidae,Icerya,brasiliensis,,,4,NA,
Hemiptera,Monophlebidae,Icerya,littoralis,,,4,NA,
Hemiptera,Monophlebidae,Icerya,montserratensis,,,4,NA,
Hemiptera,Monophlebidae,Icerya,similis,,,4,NA,
Hemiptera,Monophlebidae,Icerya,tremae,,,4,NA,
Hemiptera,Monophlebidae,Llaveia ,axin  ,XO,,6,NA,
Hemiptera,Monophlebidae,Llaveia ,oaxacoensis ,XO,,6,NA,
Hemiptera,Monophlebidae,Llaveiella  ,taenechina,XO,,6,NA,
Hemiptera,Monophlebidae,Nautococcus  ,schraderae,XO,,6,NA,
Hemiptera,Monophlebidae,Protortonia,primitiva,XO,,6,NA,
Hemiptera,Monophlebidae,Steatococcus,tuberculatus,,,4,NA,
Hemiptera,Nabidae,Dolichonabis,limbatus,XY,XY,18,18,
Hemiptera,Nabidae,Dolichonabis,lineatus,XY,XY,18,18,
Hemiptera,Nabidae,Himacerus,apterus,XY,XY,18,18,
Hemiptera,Nabidae,Himacerus,apterus,XY,XY,40,40,
Hemiptera,Nabidae,Himacerus,myrmicoides,XY,XY,34,34,
Hemiptera,Nabidae,Lasiomerus,annulatus,XY,XY,18,18,
Hemiptera,Nabidae,Nabis,americoferus,XY,XY,18,18,
Hemiptera,Nabidae,Nabis,brevis,XY,XY,18,18,
Hemiptera,Nabidae,Nabis,ericetorum,XY,XY,20,20,
Hemiptera,Nabidae,Nabis,ericetorum,XY,XY,18,18,
Hemiptera,Nabidae,Nabis,feroides,XY,XY,18,18,
Hemiptera,Nabidae,Nabis,ferus,XY,XY,18,18,
Hemiptera,Nabidae,Nabis,flavomarginatus,XY,XY,18,18,
Hemiptera,Nabidae,Nabis,pseudoferus,XY,XY,18,18,
Hemiptera,Nabidae,Nabis,reuteri,XY,XY,18,18,
Hemiptera,Nabidae,Nabis,rugosus,XY,XY,20,20,
Hemiptera,Nabidae,Nabis,stenoferus,XY,XY,18,18,
Hemiptera,Naucoridae,Ambrysus,mormon,XO,XO,24,23,
Hemiptera,Naucoridae,Ambrysus,pulchellus,XO,XO,24,23,
Hemiptera,Naucoridae,Illyocoris,cimicoides,XO,XO,52,51,
Hemiptera,Naucoridae,Limnocoris,sp.,XO,XO,30,29,
Hemiptera,Naucoridae,Naucoris,conspersus,XO,XO,34,33,
Hemiptera,Naucoridae,Naucoris,maculatus,,,NA,32,
Hemiptera,Naucoridae,Pelocoris,femoratus,,,NA,20,
Hemiptera,Nepidae,Laccotrephes,griseus,complex XY,XXY,42,41,
Hemiptera,Nepidae,Laccotrephes,kohlii,complex XY,XXXXY,46,43,
Hemiptera,Nepidae,Laccotrephes,maculatus,complex XY,XXXXY,46,43,
Hemiptera,Nepidae,Laccotrephes,maculatus,complex XY,XXY,42,41,
Hemiptera,Nepidae,Laccotrephes,maculatus,XY,XY,42,42,
Hemiptera,Nepidae,Nepa,rubra,XO,XO,36,35,
Hemiptera,Nepidae,Nepa,rubra,complex XY,XXXXY,36,33,
Hemiptera,Nepidae,Ranatra,chinensis,complex XY,XXXXY,46,43,
Hemiptera,Nepidae,Ranatra,chinensis,XY,XY,46,46,
Hemiptera,Nepidae,Ranatra,elongata,complex XY,XXXXY,46,43,
Hemiptera,Nepidae,Ranatra,elongata,complex XY,XXXY,44,42,
Hemiptera,Nepidae,Ranatra,filiformis,complex XY,XXXY,44,42,
Hemiptera,Nepidae,Ranatra,linearis,complex XY,XXXXY,46,43,
Hemiptera,Nepidae,Ranatra,sp.,XY,XY,40,40,
Hemiptera,Notonectidae,Anisops,fieberi,complex XO,XXO,28,26,
Hemiptera,Notonectidae,Anisops,nivea,complex XO,XXO,28,26,
Hemiptera,Notonectidae,Anisops,sardea,complex XO,XXO,28,26,
Hemiptera,Notonectidae,Notonecta,glauca,XY,XY,24,24,
Hemiptera,Notonectidae,Notonecta,indica,XY,XY,26,26,
Hemiptera,Notonectidae,Notonecta,insulata,XY,XY,24,24,
Hemiptera,Notonectidae,Notonecta,irrorata,XY,XY,24,24,
Hemiptera,Notonectidae,Notonecta,karbyi,XY,XY,24,24,
Hemiptera,Notonectidae,Notonecta,maculata,XY,XY,24,24,
Hemiptera,Notonectidae,Notonecta,shooteri,XY,XY,26,26,
Hemiptera,Notonectidae,Notonecta,triguttata,XY,XY,24,24,
Hemiptera,Notonectidae,Notonecta,undulata,XY,XY,26,26,
Hemiptera,Ochteridae,Ochterus,marginatus,,,NA,50,
Hemiptera,Ortheziidae,Newstedia,sp.,XO,,14,NA,
Hemiptera,Ortheziidae,Orthezia,urticae ,,,18,NA,
Hemiptera,Ortheziidae,Praelongorthezia,praelonga ,XO|homomorphic,,16,NA,
Hemiptera,Phenacoleachiidae,Phenacoleachia ,zealandica,XO,,8,NA,
Hemiptera,Phoenicococcidae,Colobopyga,browni ,,,10,NA,
Hemiptera,Phoenicococcidae,Colobopyga,pritchardiae,,,10,NA,
Hemiptera,Phoenicococcidae,Halimococcus,borassi ,,,10,NA,
Hemiptera,Phoenicococcidae,Phoenicococcus ,marlatti,,,18,NA,
Hemiptera,Phoenicococcidae,Platycoccus ,tylocephalus ,,,10,NA,
Hemiptera,Phoenicococcidae,Thysanococcus,pandani,,,10,NA,
Hemiptera,Plataspidae,Brachyplatys,pauper,XY,XY,12,12,
Hemiptera,Plataspidae,Brachyplatys,subaenus,XY,XY,12,12,
Hemiptera,Plataspidae,Coptosoma,biguttulum,XY,XY,12,12,
Hemiptera,Plataspidae,Coptosoma,cribrarium,XY,XY,12,12,
Hemiptera,Plataspidae,Coptosoma,punctatissimum,XY,XY,12,12,
Hemiptera,Plataspidae,Coptosoma,scutellatum,XY,XY,12,12,
Hemiptera,Plataspidae,Coptosoma,siamicum,XY,XY,12,12,
Hemiptera,Plataspidae,Coptosoma,sp.,XY,XY,12,12,
Hemiptera,Plataspidae,Coptosoma,variegatu.m,XY,XY,12,12,
Hemiptera,Pleidae,Plea,atomaria,XO,XO,24,23,
Hemiptera,Pleidae,Plea,frontalis,XO,XO,24,23,
Hemiptera,Pleidae,Plea,matidusa,XO,XO,24,23,
Hemiptera,Pol Yctenidae,Eotenes,intermedius,XY,XY,8,8,
Hemiptera,Pol Yctenidae,Hesperoctenes,fumarius,XY,XY,6,6,
Hemiptera,Pol Yctenidae,Hesperoctenes,setosus,XY,XY,12,12,
Hemiptera,Pseudococcidae,Antonina,crawi,,,12,NA,
Hemiptera,Pseudococcidae,Antonina,evelynae,,,12,NA,
Hemiptera,Pseudococcidae,Antonina,pretiosa,,,24,NA,
Hemiptera,Pseudococcidae,Atrococcus,paludinus,,,10,NA,
Hemiptera,Pseudococcidae,Balanococcus ,singularis,,,10,NA,
Hemiptera,Pseudococcidae,Chlorococcus ,straussiae ,,,38,NA,
Hemiptera,Pseudococcidae,Chorizococcus,pusillus,,,10,NA,
Hemiptera,Pseudococcidae,Chorizococcus,rostellum ,,,10,NA,
