Order,Family,Genus,species,female2n,male2n,B chromosomes,sex.chromosome.system,"notes, comments",Source,Study,,,,,,,,,,,,,,
Rodentia,Cricetidae,Akodon,cursor,15,15,,XY,,Animal Karyotype Book 2020,Hass et al. 2008,,,,,,,,,,,,,,
Rodentia,Cricetidae,Akodon,montensis,24,24,,XY,,Animal Karyotype Book 2020,Hass et al. 2008,,,,,,,,,,,,,,
Rodentia,Cricetidae,Akodon,sp.,10,10,,XY,,Animal Karyotype Book 2020,Pereira et al. 2016,,,,,,,,,,,,,,
Rodentia,Cricetidae,Akodon,serrensis,46,46,,XY,,Animal Karyotype Book 2020,Hass et al. 2008,,,,,,,,,,,,,,
Rodentia,Cricetidae,Akodon,paranaensis,44,44,,XY,,Animal Karyotype Book 2020,Hass et al. 2008,,,,,,,,,,,,,,
Rodentia,Cricetidae,Allocricetulus,curtatus,20,20,,XY,,Animal Karyotype Book,Romanenko et al. 2013,,,,,,,,,,,,,,
Rodentia,Cricetidae,Allocricetulus,eversmanni,26,26,,XY,,Animal Karyotype Book,Romanenko et al. 2013,,,,,,,,,,,,,,
Rodentia,Cricetidae,Allocricetulus,pseudocurtatus,26,26,,XY,,,Romanenko et al. 2013,,,,,,,,,,,,,,
Rodentia,Cricetidae,Alticola,argentatus,56,56,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Alticola,macrotis,56,56,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Alticola,barakshin,56,56,,XY,,Animal Karyotype Book 2020,Lemskaya and Romanenko (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Alticola,strelzowi,56,56,,XY,,Animal Karyotype Book 2020,Lemskaya (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Alticola,olchonensis,56,56,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Amphinectomys ,savamis,50,50,,XY,,Animal Karyotype Book,Malygin et al. 1994,,,,,,,,,,,,,,
Rodentia,Cricetidae,Anotomys,leander,92,92,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Arvicola,terrestris,36,36,,XY,,Blackmon,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Arvicola,amphibius,36,36,,XY,,Animal Karyotype Book 2020,Romanenko et al. 2016,,,,,,,,,,,,,,
Rodentia,Cricetidae,Auliscomys,boliviensis,22,22,,XY,,Animal Karyotype Book,Walker and Spotorno 1992,,,,,,,,,,,,,,
Rodentia,Cricetidae,Auliscomys,micropus,34,32,,XY,Females have an extra set of chromosomes (16th chromosomes),Animal Karyotype Book,Walker and Spotorno 1992,,,,,,,,,,,,,,
Rodentia,Cricetidae,Auliscomys,sublimis,28,28,,XY,,Animal Karyotype Book,Walker and Spotorno 1992,,,,,,,,,,,,,,
Rodentia,Cricetidae,Baiomys ,taylori subater,48,48,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Blanfordimys,afghanus,58,58,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Blanfordimys,bucharensis,48,48,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Calomyscidae,Calomyscus ,bailwardi,44,44,,XY,,Animal Karyotype Book,Radjabli et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Calomyscidae,Calomyscus ,bailwardi,32,32,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Calomyscidae,Calomyscus ,mystax,44,44,,XY,,Animal Karyotype Book,Radjabli et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Calomyscidae,Calomyscus ,urartensis,32,32,,XY,,Animal Karyotype Book,Graphodatsky et al. 2000a,,,,,,,,,,,,,,
Rodentia,Calomyscidae,Calomyscus ,sp. 1,52,52,,XY,,Animal Karyotype Book 2020,Romanenko et al. 2007,,,,,,,,,,,,,,
Rodentia,Calomyscidae,Calomyscus ,bailwardi,46,46,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished),,,,,,,,,,,,,,
Rodentia,Calomyscidae,Calomyscus ,elburzensis,44,44,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished),,,,,,,,,,,,,,
Rodentia,Calomyscidae,Calomyscus ,sp. 2,30,30,,XY,,Animal Karyotype Book 2020,Graphodatsky et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Calomyscidae,Calomyscus ,sp. 3,37,37,,XY,,Animal Karyotype Book 2020,Graphodatsky et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Cerradomys,langguthi,46,46,,XY,,Animal Karyotype Book 2020,Nagamachi et al. 2013,,,,,,,,,,,,,,
Rodentia,Cricetidae,Chionomys,gud,54,54,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Chionomys,nivalis,54,54,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Chionomys,roberti,54,54,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Myodes,californicus,56,56,,XY,,Animal Karyotype Book,Modi 1987,,,,,,,,,,,,,,
Rodentia,Cricetidae,Myodes,centralis,56,56,,XY,,Animal Karyotype Book,Sokolov et al. 1990,,,,,,,,,,,,,,
Rodentia,Cricetidae,Myodes,gapperi,56,56,,XY,,Blackmon,Modi 1987,,,,,,,,,,,,,,
Rodentia,Cricetidae,Myodes,rufocanus,56,56,,XY,,Blackmon,Sokolov et al. 1990,,,,,,,,,,,,,,
Rodentia,Cricetidae,Myodes,rutilus,56,56,,XY,,Animal Karyotype Book,Sokolov et al. 1990,,,,,,,,,,,,,,
Rodentia,Cricetidae,Cricetulus ,barabensis,20,20,,XY,,Blackmon,Radjabli et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Cricetulus ,griseus,22,22,,XY,,Blackmon,Romanenko et al. 2006,,,,,,,,,,,,,,
Rodentia,Cricetidae,Cricetulus ,longicaudatus,24,24,,XY,,Animal Karyotype Book,Romanenko et al. 2007,,,,,,,,,,,,,,
Rodentia,Cricetidae,Cricetulus ,migratorius,22,22,,XY,,Animal Karyotype Book,Radjabli et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Cricetulus ,barabensis obscurus,20,20,,XY,,Animal Karyotype Book,Radjabli et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Cricetulus ,barabensis pseudogriseus,24,24,,XY,,Animal Karyotype Book,Radjabli et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Cricetulus ,sokolovi,20,20,,XY,,Animal Karyotype Book 2020,Poplavskaya et al. 2017,,,,,,,,,,,,,,
Rodentia,Cricetidae,Cricetus,cricetus,22,22,,XY,,Animal Karyotype Book,Romanenko et al. 2007,,,,,,,,,,,,,,
Rodentia,Cricetidae,Deltamys,kempi,38,37,,complex XY,X1X2Y,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Deltamys,sp,40,40,,XY,XY,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Dicrostonyx,torquatus,30,30,,XY,,Animal Karyotype Book,Modi 1987,,,,,,,,,,,,,,
Rodentia,Cricetidae,Dicrostonyx,torquatus,46,46,Yes,complex XY,X1X2Y1,Animal Karyotype Book 2020,Romanenko et al. 2016,,,,,,,,,,,,,,
Rodentia,Cricetidae,Dicrostonyx,hudsonius,48,48,,XY,,Blackmon,Krohne 1982,,,,,,,,,,,,,,
Rodentia,Cricetidae,Eligmodontia,puerulus,50,50,,XY,,Animal Karyotype Book,Kelt et al. 1991,,,,,,,,,,,,,,
Rodentia,Cricetidae,Eligmodontia,sp.,32,32,,XY,,Animal Karyotype Book,Kelt et al. 1991,,,,,,,,,,,,,,
Rodentia,Cricetidae,Ellobius,fuscocapillus,36,36,,XY,XY/SRY,Blackmon,Perelman and Graphodatsky (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Ellobius,lutescens,17,17,,XO,XO females and males/no SRY,Blackmon,Perelman et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Ellobius,talpinus,50,50,,XY,,Animal Karyotype Book,Perelman and Graphodatsky (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Ellobius,tancrei,,,,complex XY,XX females and males/no SRY,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Ellobius,talpinus,54,54,,XY,,Animal Karyotype Book 2020,Bakloushinskaya et al. 2012,,,,,,,,,,,,,,
Rodentia,Cricetidae,Ellobius,tancrei,54,54,,XY,,Animal Karyotype Book 2020,Bakloushinskaya et al. 2012,,,,,,,,,,,,,,
Rodentia,Cricetidae,Ellobius,tancrei,30,30,,XY,,Animal Karyotype Book 2020,Bakloushinskaya et al. 2013,,,,,,,,,,,,,,
Rodentia,Cricetidae,Eothenomys ,kageus,56,56,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Myodes,regulus,56,56,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Myodes,smithi,56,56,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Eothenomys ,miletus,56,56,,XY,,Animal Karyotype Book 2020,Li et al. 2006b,,,,,,,,,,,,,,
Rodentia,Cricetidae,Eothenomys ,proditor,32,32,,XY,,Animal Karyotype Book 2020,Li et al. 2006b,,,,,,,,,,,,,,
Rodentia,Cricetidae,Euneomys,chinchilloides petersoni,36,36,,XY,,Animal Karyotype Book,Reise and Gallardo 1990,,,,,,,,,,,,,,
Rodentia,Cricetidae,Euneomys,mordax,42,42,,XY,,Animal Karyotype Book,Reise and Gallardo 1990,,,,,,,,,,,,,,
Rodentia,Cricetidae,Hylaeamys,yunganus,58,58,,XY,,Animal Karyotype Book,Volobouev and Aniskin 2000,,,,,,,,,,,,,,
Rodentia,Cricetidae,Lemmiscus,curtatus,54,54,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Lagurus,lagurus,56,56,,XY,,Animal Karyotype Book,Modi 1987,,,,,,,,,,,,,,
Rodentia,Cricetidae,Lagurus,lagurus,54,54,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Lemmus,sibiricus,50,50,,XY,,Animal Karyotype Book,Modi 1987,,,,,,,,,,,,,,
Rodentia,Cricetidae,Mesocricetus,newtoni,38,38,,XY,,Animal Karyotype Book,Radjabli et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Mesocricetus,raddei,44,44,,XY,,Animal Karyotype Book,Romanenko et al. 2007,,,,,,,,,,,,,,
Rodentia,Cricetidae,Mesocricetus,auratus,44,44,,XY,,Blackmon,Popescu and DiPaolo 1972,,,,,,,,,,,,,,
Rodentia,Cricetidae,Mesocricetus,brandti,44,44,,XY,,Animal Karyotype Book,Popescu and DiPaolo 1972,,,,,,,,,,,,,,
Rodentia,Cricetidae,Mesocricetus,brandti,42,42,,XY,,Blackmon,Romanenko et al. 2007,,,,,,,,,,,,,,
Rodentia,Cricetidae,Lasiopodomys,brandtii,34,34,,XY,,Animal Karyotype Book 2020,Gladkikh et al. 2016,,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus,agrestis,50,50,,XY,,Blackmon,Modi 1987,,,,,,,,,,,,,,
Rodentia,Cricetidae,Lasiopodomys,mandarinus ,,,,complex XY,"XO, XX females and XY males/no SRY",Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus,oregoni,17,18,,complex XY,XO females and XY males,Blackmon,Modi 1987,,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus,pennsylvanicus pennsylvanicus,46,46,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,arvalis arvalis,46,46,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,breweri,46,46,,XY,,Animal Karyotype Book,Modi 1987,,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,californicus,53,53,,XY,,Animal Karyotype Book,Modi 1987,,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,canicaudus,24,24,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Terricola ,daghestanicus,54,54,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,evoronensis,40,40,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,fortis,52,52,,XY,,Animal Karyotype Book,Kovalskaya et al. 1991,,,,,,,,,,,,,,
Rodentia,Cricetidae,Lasiopodomys,gregalis,36,36,,XY,,Animal Karyotype Book,Lemskaya et al. 2010,,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,guentheri arm,60,60,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,guentheri philistinus,54,54,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Alexandromys,middendorffii hyperboreus,50,50,,XY,,Blackmon,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Neodon,juldaschi carruthersi,54,54,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,kirgisorum,54,54,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,longicaudus,64,64,,XY,,Blackmon,Modi 1987,,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,majori,54,54,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,maximowiczii,44,44,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,mexicanus,48,48,,XY,,Animal Karyotype Book,Modi 1987,,,,,,,,,,,,,,
Rodentia,Cricetidae,Alexandromys,mongolicus,50,50,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,montanus,24,24,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,montebelli,30,30,,XY,,Blackmon,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,mujanensis,38,38,,XY,,Animal Karyotype Book,Lemskaya et al. 2010,,,,,,,,,,,,,,
Rodentia,Cricetidae,Terricola ,daghestanicus,42,42,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,ochrogaster,54,54,,XY,,Blackmon,Modi 1987,,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,oeconomus,30,30,,XY,,Blackmon,Modi 1987,,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,pennsylvanicus,46,46,,XY,,Animal Karyotype Book,Modi 1987,,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,pinetorum,62,62,,XY,,Animal Karyotype Book,Modi 1987,,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,richardsoni,56,56,,XY,,Animal Karyotype Book,Modi 1987,,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,rossiaemeridionalis,54,54,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,sachalinensis,50,50,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,schelkovnikovi,54,54,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,socialis,62,62,,XY,,Animal Karyotype Book,Lemskaya e al. 2010,,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,socialis schiddlovskii,60,60,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Terricola,subterraneus,54,54,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,townsendii,50,50,,XY,,Blackmon,Modi 1987,,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus ,transcaspicus,52,52,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Neodon,juldaschi,54,54,,XY,,Animal Karyotype Book 2020,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Terricola,subterraneus,52,52,,XY,,Animal Karyotype Book 2020,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus,savii,54,54,,XY,,Animal Karyotype Book 2020,Romanenko (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus,schidlovskii,60,60,,XY,,Animal Karyotype Book 2020,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus,dogramacii,48,48,,XY,,Animal Karyotype Book 2020,Lemskaya et al. 2010,,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus,guentheri,54,54,,XY,,Animal Karyotype Book 2020,Lemskaya et al. 2010,,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus,qazvinensis,54,54,,XY,,Animal Karyotype Book 2020,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus,arvalis,46,46,,XY,,Animal Karyotype Book 2020,Lemskaya et al. 2010,,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus,obscurus,46,46,,XY,,Animal Karyotype Book 2020,Tougard et al. 2013,,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus,levis,54,54,,XY,,Animal Karyotype Book 2020,Lemskaya et al. 2010,,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus,gromovi,44,44,,XY,,Animal Karyotype Book 2020,Lemskaya (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Neodon,clarkei,52,52,,XY,,Animal Karyotype Book 2020,Li et al. 2006b,,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus,longicaudus,56,56,,XY,,Animal Karyotype Book 2020,Modi 1987,,,,,,,,,,,,,,
Rodentia,Cricetidae,Lasiopodomys,mandarinus ,48,48,,XY,,Animal Karyotype Book 2020,Aniskin and Volobouev (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Lasiopodomys,mandarinus ,47,,,complex XY,neo sex chroms X1X2X3,Animal Karyotype Book 2020,Gladkikh et al. 2016,,,,,,,,,,,,,,
Rodentia,Cricetidae,Myodes,glareolus,56,56,,XY,,Blackmon,Sokolov et al. 1990,,,,,,,,,,,,,,
Rodentia,Cricetidae,Myodes,imaizumi,56,56,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Myodes,rufocanus,56,56,,XY,,Animal Karyotype Book 2020,Sokolov et al. 1990,,,,,,,,,,,,,,
Rodentia,Cricetidae,Myodes,rutilus,56,56,,XY,,Animal Karyotype Book 2020,Romanenko et al. 2016,,,,,,,,,,,,,,
Rodentia,Cricetidae,Myodes,gapperi,56,56,,XY,,Animal Karyotype Book 2020,Modi 1987,,,,,,,,,,,,,,
Rodentia,Cricetidae,Myodes,californicus,56,56,,XY,,Animal Karyotype Book 2020,Modi 1987,,,,,,,,,,,,,,
Rodentia,Cricetidae,Myodes,centralis,56,56,,XY,,Animal Karyotype Book 2020,Sokolov et al. 1990,,,,,,,,,,,,,,
Rodentia,Cricetidae,Myodes,regulus,56,56,,XY,,Animal Karyotype Book 2020,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Myopus,schisticolor,,,,complex XY,"XX,X*X,X*Y females and XY males",Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Neacomys,dubosti,64,64,,XY,,Animal Karyotype Book 2020,Da Silva et al. 2015,,,,,,,,,,,,,,
Rodentia,Cricetidae,Neacomys,paracou,56,56,,XY,,Animal Karyotype Book 2020,Da Silva et al. 2015,,,,,,,,,,,,,,
Rodentia,Cricetidae,Neacomys,sp. 1,58,58,,XY,,Animal Karyotype Book 2020,Da Silva et al. 2015,,,,,,,,,,,,,,
Rodentia,Cricetidae,Bolomys,lasiurus,34,34,,XY,,Animal Karyotype Book 2020,Hass et al. 2008,,,,,,,,,,,,,,
Rodentia,Cricetidae,Neofiber,alleni,52,52,,XY,,Animal Karyotype Book,Modi 1987,,,,,,,,,,,,,,
Rodentia,Cricetidae,Neotoma,albigula,52,52,,XY,,Blackmon,Mascarello et al. 1974,,,,,,,,,,,,,,
Rodentia,Cricetidae,Neotoma,cinerea,54,54,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Neotoma,floridana,52,52,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Neotoma,mexicana,52,52,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Neotoma,micropus,52,52,,XY,,,Mascarello et al. 1974,,,,,,,,,,,,,,
Rodentia,Cricetidae,Neotoma,stephensi,52,52,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Neotomodon ,alstoni,48,48,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Ochrotomys ,nuttalli,52,52,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Oecomys,paricola,68,68,,XY,,Animal Karyotype Book 2020,Rosa et al. 2012,,,,,,,,,,,,,,
Rodentia,Cricetidae,Oecomys,paricola,70,70,,XY,,Animal Karyotype Book 2020,Rosa et al. 2012,,,,,,,,,,,,,,
Rodentia,Cricetidae,Oligoryzomys,flavescens,66,66,,XY,,Animal Karyotype Book,Aniskin and Volobouev 1999,,,,,,,,,,,,,,
Rodentia,Cricetidae,Oligoryzomys,flavescens,64,64,,XY,,Animal Karyotype Book 2020,Hass et al. 2008,,,,,,,,,,,,,,
Rodentia,Cricetidae,Oligoryzomys,microtis,64,64,,XY,,Animal Karyotype Book,Aniskin and Volobouev 1999,,,,,,,,,,,,,,
Rodentia,Cricetidae,Ondatra ,zibethicus,54,54,,XY,,Blackmon,Lemskaya (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Onychomys,leucogaster,48,48,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Onychomys ,torridus,48,48,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Hylaeamys,megacephalus,54,54,,XY,,Animal Karyotype Book,Volobouev and Aniskin 2000,,,,,,,,,,,,,,
Rodentia,Cricetidae,Euryoryzomys,nitidus,80,80,,XY,,Animal Karyotype Book,Volobouev and Aniskin 2000,,,,,,,,,,,,,,
Rodentia,Cricetidae,Oryzomys,palustris,56,56,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Hylaeamys,yunganus,58,58,,XY,,Animal Karyotype Book 2020,Volobouev and Aniskin 2000a,,,,,,,,,,,,,,
Rodentia,Cricetidae,Ototylomys ,phyllotis,48,48,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Peromyscus ,boylii,48,48,,XY,,Blackmon,Greenbaum et al. 1994,,,,,,,,,,,,,,
Rodentia,Cricetidae,Peromyscus ,californicus,48,48,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Peromyscus ,eremicus,48,48,,XY,,Blackmon,Romanenko et al. 2007,,,,,,,,,,,,,,
Rodentia,Cricetidae,Podomys,floridanus,48,48,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Peromyscus ,gossypinus,48,48,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Peromyscus ,melanophrys,48,48,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Peromyscus ,maniculatus,48,48,,XY,,Blackmon,Greenbaum et al. 1994,,,,,,,,,,,,,,
Rodentia,Cricetidae,Peromyscus ,ochraventer,48,48,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Peromyscus ,polionotus,48,48,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Peromyscus ,truei,48,48,,XY,,Blackmon,Greenbaum et al. 1994,,,,,,,,,,,,,,
Rodentia,Cricetidae,Arborimus,longicaudus,52,52,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Phenacomys ,intermedius,56,56,,XY,,Blackmon,Modi (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Phodopus,roborovskii,34,34,,XY,,Animal Karyotype Book,Romanenko et al. 2007,,,,,,,,,,,,,,
Rodentia,Cricetidae,Phodopus,sungorus,28,28,,XY,,Blackmon,Romanenko et al. 2007,,,,,,,,,,,,,,
Rodentia,Cricetidae,Phodopus,campbelli,28,28,,XY,,Animal Karyotype Book,Romanenko et al. 2007,,,,,,,,,,,,,,
Rodentia,Cricetidae,Phodopus,sungorus sungorus ,28,28,,XY,,Animal Karyotype Book,Radjabli et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Microtus,lusitanicus,62,62,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Microyus,thomasi,44,44,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Prometheomys,schaposchnikowi,56,56,,XY,,Animal Karyotype Book,Sablina et al. (Unpublished),,,,,,,,,,,,,,
Rodentia,Cricetidae,Reithrodontomys,fulvescens,50,50,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Reithrodontomys,megalotis,42,42,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Salinomys,delicatus,18,19,,complex XY,XY1Y2,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Sigmodon,arizonae,22,22,,XY,,Blackmon,Swier et al. 2009,,,,,,,,,,,,,,
Rodentia,Cricetidae,Sigmodon,hispidus,52,52,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Sigmodon,minimus,30,30,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Sigmodon,mascotensis,28,28,,XY,,Animal Karyotype Book 2020,Swier et al. 2009,,,,,,,,,,,,,,
Rodentia,Cricetidae,Sigmodon,fulviventer,30,30,,XY,,Animal Karyotype Book 2020,Swier et al. 2009,,,,,,,,,,,,,,
Rodentia,Cricetidae,Synaptomys ,cooperi,50,50,,XY,,Animal Karyotype Book,Modi 1987,,,,,,,,,,,,,,
Rodentia,Cricetidae,Thaptomys,nigrita,52,52,,XY,,Animal Karyotype Book 2020,Hass et al. 2008,,,,,,,,,,,,,,
Rodentia,Cricetidae,Tscherskia ,triton,28,28,,XY,,Blackmon,Romanenko et al. 2007,,,,,,,,,,,,,,
Rodentia,Cricetidae,Tylomys,nudicaudus,42,42,,XY,,Blackmon,,,,,,,,,,,,,,,
Rodentia,Cricetidae,Tylomys,panamensis,52,52,,XY,,Blackmon,,,,,,,,,,,,,,,
